305		P		12240		868
306		B		12160		935
307		B		12200		834
308		P		12360		999
309		B		12280		726
310		B		12320		791
311		I		12480		7392
312		B		12400		531
313		B		12440		524
314		P		12600		1160
315		B		12520		827
316		B		12560		857
317		P		12720		982
318		B		12640		978
319		B		12680		831
320		P		12840		977
321		B		12760		701
322		B		12800		719
323		I		12960		7392
324		B		12880		566
325		B		12920		582
326		P		13080		1156
327		B		13000		877
328		B		13040		952
329		P		13200		818
330		B		13120		831
331		B		13160		781
332		P		13320		980
333		B		13240		833
334		B		13280		743
335		I		13440		7399
336		B		13360		536
337		B		13400		457
338		P		13560		1064
339		B		13480		864
340		B		13520		924
341		P		13680		1038
342		B		13600		748
343		B		13640		814
344		P		13800		836
345		B		13720		789
346		B		13760		834
347		I		13920		7442
348		B		13840		622
349		B		13880		527
350		P		14040		1049
351		B		13960		895
352		B		14000		954
353		P		14160		1059
354		B		14080		870
355		B		14120		715
356		P		14280		893
357		B		14200		649
358		B		14240		843
359		I		14400		7358
360		B		14320		601
361		B		14360		614
362		P		14520		1159
363		B		14440		878
364		B		14480		866
365		P		14640		899
366		B		14560		764
367		B		14600		847
368		P		14760		859
369		B		14680		670
370		B		14720		689
371		I		14880		7386
372		B		14800		555
373		B		14840		567
374		P		15000		1142
375		B		14920		836
376		B		14960		835
377		P		15120		793
378		B		15040		741
379		B		15080		1013
380		P		15240		689
381		B		15160		834
382		B		15200		764
383		I		15360		7347
384		B		15280		662
385		B		15320		571
386		P		15480		1119
387		B		15400		869
388		B		15440		883
389		P		15600		963
390		B		15520		733
391		B		15560		705
392		P		15720		932
393		B		15640		747
394		B		15680		790
395		I		15840		7388
396		B		15760		417
397		B		15800		572
398		P		15960		1206
399		B		15880		866
400		B		15920		848
401		P		16080		874
402		B		16000		772
403		B		16040		728
404		P		16200		700
405		B		16120		696
406		B		16160		639
407		I		16320		7361
408		B		16240		561
409		B		16280		452
410		P		16440		1163
411		B		16360		1001
412		B		16400		983
413		P		16560		931
414		B		16480		857
415		B		16520		792
416		P		16680		988
417		B		16600		768
418		B		16640		754
419		I		16800		7367
420		B		16720		498
421		B		16760		574
422		P		16920		1124
423		B		16840		825
424		B		16880		880
425		P		17040		939
426		B		16960		762
427		B		17000		838
428		P		17160		865
429		B		17080		722
430		B		17120		693
431		I		17280		7395
432		B		17200		612
433		B		17240		529
434		P		17400		1067
435		B		17320		994
436		B		17360		899
437		P		17520		1026
438		B		17440		647
439		B		17480		772
440		P		17640		893
441		B		17560		757
442		B		17600		805
443		I		17760		7361
444		B		17680		637
445		B		17720		580
